user_idx,genre,content_id,similarity,is_home,is_drama,is_movie
449791,다큐/교양,cjc|M4800037LSGD86641701,0.761949501,1,0,0
449791,예능/오락,cjc|M5007317LSGI54461001,0.883134976,1,0,0
449791,예능/오락,cjc|M4806369LSGH50571601,0.848398273,1,0,0
449791,예능/오락,cjc|M4837337LSGM28980801,0.846930169,1,0,0
449791,예능/오락,cjc|M5143249LSGL13025601,0.836539181,1,0,0
449791,예능/오락,cjc|M4229838LSGJ88288301,0.823400702,1,0,0
449791,예능/오락,cjc|M4727484LSGJ62481901,0.822143238,1,0,0
449791,예능/오락,cjc|M4471306LSGF16007401,0.802013035,1,0,0
449791,예능/오락,cjc|M4896681LSGI38439101,0.791136966,1,0,0
449791,예능/오락,cjc|M4430596LSGJ30727201,0.783619345,1,0,0
449791,예능/오락,cjc|M4548282LSGH50570101,0.783377749,1,0,0
449791,시사/교양,cjc|M4795815LSGL46958001,0.892114382,1,0,0
449791,시사/교양,cjc|M5221002LSGN35274301,0.876628339,1,0,0
449791,시사/교양,cjc|M4934263LSGJ33562401,0.837128177,1,0,0
449791,시사/교양,cjc|M5047413LFOJ41918901,0.834633178,1,0,0
449791,시사/교양,cjc|M4582200LSGH01837401,0.833586523,1,0,0
449791,시사/교양,cjc|M4662698LSGL37866201,0.827352061,1,0,0
449791,시사/교양,cjc|M4997685LSGK84337701,0.82414541,1,0,0
449791,시사/교양,cjc|M5159540LFOL90361601,0.820336748,1,0,0
449791,시사/교양,cjc|M4456056LSGH45135701,0.81261931,1,0,0
449791,시사/교양,cjc|M4515095LSGL08910801,0.803638868,1,0,0
449791,건강/생활정보,cjc|M4950337LSGH11449501,0.735410689,1,0,0
449791,건강/생활정보,cjc|CJKC1906201750078589,0.64355773,1,0,0
449791,건강/생활정보,cjc|M5189501LFOM54583701,0.616548624,1,0,0
449791,건강/생활정보,cjc|M4957866LSGH43982101,0.53646751,1,0,0
449791,건강/생활정보,cjc|M4950221LSGH19807401,0.494980437,1,0,0
449791,건강/생활정보,cjc|M5067567LSGJ87527701,0.274923858,1,0,0
449791,건강/생활정보,cjc|M5013073LFOI69749501,0.230801975,1,0,0
449791,건강/생활정보,cjc|M4966218LSGH83046701,0.206946402,1,0,0
449791,키즈/어린이,cjc|M4656630LSGC35389801,0.90450364,1,0,0
449791,키즈/어린이,cjc|M4775859LSGF83126901,0.868387693,1,0,0
449791,키즈/어린이,cjc|I0104408LFO011205801,0.824885969,1,0,0
449791,키즈/어린이,cjc|M4302241LFOI50225901,0.824512649,1,0,0
449791,키즈/어린이,cjc|M4964739LSGH61097801,0.800622455,1,0,0
449791,키즈/어린이,cjc|M5174302LSGM06493001,0.8003134,1,0,0
449791,키즈/어린이,cjc|M4930370LSGG61584101,0.793727169,1,0,0
449791,키즈/어린이,cjc|I0104448LFO011206801,0.777301838,1,0,0
449791,음악/공연,cjc|M5074726LFOK05699901,0.714023782,1,0,0
449791,음악/공연,cjc|M5059060LFOJ69535101,0.713669874,1,0,0
449791,음악/공연,cjc|M5069495LFOJ93603101,0.68354282,1,0,0
449791,음악/공연,cjc|M5044005LFOJ32752501,0.660462966,1,0,0
449791,음악/공연,cjc|M5022498LFOI87274101,0.645186793,1,0,0
449791,음악/공연,cjc|M5071284LFOJ97990801,0.636272057,1,0,0
449791,음악/공연,cjc|M5130376LSVK82953901,0.616890626,1,0,0
449791,음악/공연,cjc|M5069494LFOJ93603001,0.599426476,1,0,0
449791,음악/공연,cjc|M5022499LFOI87274301,0.592034117,1,0,0
449791,음악/공연,cjc|M5053414LFOJ57274701,0.587671274,1,0,0
449791,코미디,cjc|M4299754LSG449007801,0.891137663,1,0,0
449791,코미디,cjc|M4458390LSGF08679601,0.860236365,1,0,0
449791,코미디,cjc|M4591778LSGE71449601,0.851640531,1,0,0
449791,코미디,cjc|M5170649LSVL88330201,0.845490147,1,0,0
449791,코미디,cjc|M0351481LSVJ20421801,0.822603638,1,0,0
449791,코미디,cjc|M5086744LSVK39830301,0.821887044,1,0,0
449791,코미디,cjc|M0451223LSGL13103101,0.820705542,1,0,0
449791,코미디,cjc|M4952091LSGH17958301,0.8200613,1,0,0
449791,코미디,cjc|M4450324LSGM15452801,0.816469522,1,0,0
449791,코미디,cjc|M5191103LSGM56014101,0.805227372,1,0,0
449791,드라마,cjc|M4940564LFOL57790701,0.93068888,1,0,0
449791,드라마,cjc|M4991120LSVI16478701,0.93068888,1,0,0
449791,드라마,cjc|M4689018LFOB21951801,0.91445755,1,0,0
449791,드라마,cjc|M4874031LSGF32146601,0.912261846,1,0,0
449791,드라마,cjc|M4730156LSGE75435101,0.906004521,1,0,0
449791,드라마,cjc|M4853365LSGM42194501,0.905456432,1,0,0
